Team Name,Region,Game
4 Zoomers,North America,Dota 2
5ManMidas,North America,Dota 2
Arkosh Gaming,North America,Dota 2
Black N Yellow,North America,Dota 2
Electronic Boys,North America,Dota 2
Evil Geniuses,North America,Dota 2
felt,North America,Dota 2
Quincy Crew,North America,Dota 2
simply TOOBASED,North America,Dota 2
Team DogChamp,North America,Dota 2
TEAM TEAM,North America,Dota 2
The Cut,North America,Dota 2
TSM,North America,Dota 2
Wildcard Gaming,North America,Dota 2
business associates,North America,Dota 2
Chaos Esports Club,North America,Dota 2
Cloud9,North America,Dota 2
Complexity Gaming,North America,Dota 2
CR4ZY,North America,Dota 2
D2 Hustlers,North America,Dota 2
Demon Slayers,North America,Dota 2
Fighting PandaS,North America,Dota 2
Flying Penguins,North America,Dota 2
Forward Gaming,North America,Dota 2
Immortals,North America,Dota 2
J.Storm,North America,Dota 2
OpTic Gaming,North America,Dota 2
Planet Odd,North America,Dota 2
S A D B O Y S,North America,Dota 2
Summer's Rift,North America,Dota 2
Team Archon,North America,Dota 2
Team Dignitas,North America,Dota 2
Team Leviathan,North America,Dota 2
Team NP,North America,Dota 2
Team Tinker,North America,Dota 2
Team Undying,North America,Dota 2
Thunderbirds,North America,Dota 2
VGJ.Storm,North America,Dota 2
Wheel Whreck,North America,Dota 2
Balrogs,SA,Dota 2
beastcoast,SA,Dota 2
Gorillaz-Pride,SA,Dota 2
Hokori,SA,Dota 2
Infamous,SA,Dota 2
Infinity,SA,Dota 2
Interitus,SA,Dota 2
Inverse,SA,Dota 2
APU King of Kings,SA,Dota 2
Lava,SA,Dota 2
Mad Kings,SA,Dota 2
NoPing e-sports,SA,Dota 2
Omega Gaming,SA,Dota 2
SG esports,SA,Dota 2
Thunder Awaken,SA,Dota 2
Unknown Team,SA,Dota 2
Vicious Gaming,SA,Dota 2
Wolf Team,SA,Dota 2
Crewmates,SA,Dota 2
Demolition Boys,SA,Dota 2
EgoBoys,SA,Dota 2
Elite Wolves,SA,Dota 2
FURIA Esports,SA,Dota 2
incubus club,SA,Dota 2
INTZ eSports,SA,Dota 2
Isurus Gaming,SA,Dota 2
Keyd Stars,SA,Dota 2
Kingao+4,SA,Dota 2
Latam Defenders,SA,Dota 2
Majestic esports,SA,Dota 2
Midas Club,SA,Dota 2
Not Today,SA,Dota 2
paiN Gaming,SA,Dota 2
paiN X,SA,Dota 2
Playmakers Esports,SA,Dota 2
Sacred,SA,Dota 2
Sector V,SA,Dota 2
T Show.Rising,SA,Dota 2
Team Anvorgesa,SA,Dota 2
Team Brasil,SA,Dota 2
Team DileCom,SA,Dota 2
Union Gaming BO,SA,Dota 2
VINCE TE IPSUM,SA,Dota 2
Alliance,EU,Dota 2
Brame,EU,Dota 2
Chicken Fighters,EU,Dota 2
Entity,EU,Dota 2
Ghost Frogs,EU,Dota 2
Gladiators,EU,Dota 2
Into The Breach,EU,Dota 2
Nigma Galaxy,EU,Dota 2
No Bounty Hunter,EU,Dota 2
OG,EU,Dota 2
Team Bald Reborn,EU,Dota 2
Team Liquid,EU,Dota 2
Team Secret,EU,Dota 2
Tundra Esports,EU,Dota 2
(monkey) Business,EU,Dota 2
4 Anchors + SC,EU,Dota 2
4 Clover & Lepricon,EU,Dota 2
Ad Finem,EU,Dota 2
Creepwave,EU,Dota 2
Elements Pro,EU,Dota 2
Escape Gaming,EU,Dota 2
Hellbear Smashers,EU,Dota 2
High Coast Esports,EU,Dota 2
Kaipi,EU,Dota 2
London Conspiracy,EU,Dota 2
Meet Your Makers,EU,Dota 2
mousesports,EU,Dota 2
mudgolems,EU,Dota 2
Ninjas in Pyjamas,EU,Dota 2
OG Seed,EU,Dota 2
PENTA Sports,EU,Dota 2
Prodota Gaming,EU,Dota 2
Sigma.int,EU,Dota 2
Speed Gaming.int,EU,Dota 2
Team Kinguin,EU,Dota 2
Team Tickles,EU,Dota 2
The Final Tribe,EU,Dota 2
The Imperial,EU,Dota 2
Vikin.gg,EU,Dota 2
AS Monaco Gambit,CIS,Dota 2
B8,CIS,Dota 2
CIS Rejects,CIS,Dota 2
Fantastic Five,CIS,Dota 2
Gambit Esports,CIS,Dota 2
HellRaisers,CIS,Dota 2
HYDRA,CIS,Dota 2
Natus Vincere,CIS,Dota 2
Nemiga Gaming,CIS,Dota 2
PuckChamp,CIS,Dota 2
Team Empire,CIS,Dota 2
Team Spirit,CIS,Dota 2
V-Gaming,CIS,Dota 2
Virtus.pro,CIS,Dota 2
VP.Prodigy,CIS,Dota 2
Winstrike Team,CIS,Dota 2
ASUS Polar,CIS,Dota 2
Cascade,CIS,Dota 2
Cyber Legacy,CIS,Dota 2
Effect,CIS,Dota 2
EXTREMUM,CIS,Dota 2
F.R.I.E.N.D.S.,CIS,Dota 2
FlyToMoon,CIS,Dota 2
forZe,CIS,Dota 2
jfshfh178,CIS,Dota 2
Khan,CIS,Dota 2
Live to Win,CIS,Dota 2
Moscow Five,CIS,Dota 2
NoLifer5.Reborn,CIS,Dota 2
NoTechies,CIS,Dota 2
Old but Gold,CIS,Dota 2
Pavaga Gaming,CIS,Dota 2
Power Rangers,CIS,Dota 2
Rebels,CIS,Dota 2
RoX,CIS,Dota 2
Team Empire Hope,CIS,Dota 2
Team Unique,CIS,Dota 2
The Pango,CIS,Dota 2
TPB,CIS,Dota 2
Vega Squadron,CIS,Dota 2
Yellow Submarine,CIS,Dota 2
Aster.Aries,China,Dota 2
CDEC Gaming,China,Dota 2
EHOME,China,Dota 2
iG Vitality,China,Dota 2
Invictus Gaming,China,Dota 2
LBZS,China,Dota 2
Phoenix Gaming,China,Dota 2
Paris Saint-Germain Esports,China,Dota 2
Royal Never Give Up,China,Dota 2
Sparking Arrow Gaming,China,Dota 2
Team Aster,China,Dota 2
Team MagMa,China,Dota 2
Vici Gaming,China,Dota 2
Xtreme Gaming,China,Dota 2
Big God,China,Dota 2
CDEC Youth,China,Dota 2
Elephant,China,Dota 2
Energy Pacemaker,China,Dota 2
For The Dream,China,Dota 2
FTD club C,China,Dota 2
HyperGloryTeam,China,Dota 2
Keen Gaming,China,Dota 2
KG.Luminous,China,Dota 2
LGD Gaming,China,Dota 2
LV Gaming,China,Dota 2
Newbee,China,Dota 2
Newbee Young,China,Dota 2
Old Boys,China,Dota 2
Team DK,China,Dota 2
Team Random,China,Dota 2
Team Serenity,China,Dota 2
Team Sirius,China,Dota 2
To.be.or.not.to.be,China,Dota 2
TongFu,China,Dota 2
TongFu.WanZhou,China,Dota 2
VGJ.Thunder,China,Dota 2
VG.Reborn,China,Dota 2
We Are Young,China,Dota 2
Wings Gaming,China,Dota 2
496,Asia,Dota 2
Army Geniuses,Asia,Dota 2
BOOM Esports,Asia,Dota 2
Execration,Asia,Dota 2
Fnatic,Asia,Dota 2
Lilgun,Asia,Dota 2
Motivate.Trust Gaming,Asia,Dota 2
Neon Esports,Asia,Dota 2
Nigma Galaxy SEA,Asia,Dota 2
Polaris Esports,Asia,Dota 2
T1,Asia,Dota 2
Talon Esports,Asia,Dota 2
Team Orca,Asia,Dota 2
Team SMG,Asia,Dota 2
Team Veteran,Asia,Dota 2
The Prime,Asia,Dota 2
TNC Predator,Asia,Dota 2
Yangon Galacticos,Asia,Dota 2
Adroit Esports,Asia,Dota 2
Cignal Ultra,Asia,Dota 2
Clutch Gamers,Asia,Dota 2
DeToNator,Asia,Dota 2
Geek Fam,Asia,Dota 2
Mineski,Asia,Dota 2
Made in Thailand,Asia,Dota 2
MVP HOT6ix,Asia,Dota 2
MVP Phoenix,Asia,Dota 2
Omega Esports,Asia,Dota 2
Orange Esports,Asia,Dota 2
PG.Barracx,Asia,Dota 2
Rave,Asia,Dota 2
Scythe Gaming,Asia,Dota 2
Signature Gaming,Asia,Dota 2
Signify,Asia,Dota 2
StarTale,Asia,Dota 2
Team Faceless,Asia,Dota 2
Team High Ground,Asia,Dota 2
Team Malaysia,Asia,Dota 2
Team Zenith,Asia,Dota 2
Tigers,Asia,Dota 2
Titan,Asia,Dota 2
WarriorsGaming.Unity,Asia,Dota 2
Zephyr,Asia,Dota 2
Ambush Esport,EU,Counter-Strike: Global Offensive
The Dice,EU,Counter-Strike: Global Offensive
Endpoint,EU,Counter-Strike: Global Offensive
Falcons Esports,EU,Counter-Strike: Global Offensive
G2 Esports,EU,Counter-Strike: Global Offensive
HEET,EU,Counter-Strike: Global Offensive
Team LDLC,EU,Counter-Strike: Global Offensive
LowLandLions,EU,Counter-Strike: Global Offensive
mCon esports,EU,Counter-Strike: Global Offensive
Team Vitality,EU,Counter-Strike: Global Offensive
ALTERNorth AmericaTE aTTaX,EU,Counter-Strike: Global Offensive
Berzerk,EU,Counter-Strike: Global Offensive
BIG,EU,Counter-Strike: Global Offensive
cowana Gaming,EU,Counter-Strike: Global Offensive
DIVIZON,EU,Counter-Strike: Global Offensive
Entropy Gaming,EU,Counter-Strike: Global Offensive
eSport Rhein-Neckar,EU,Counter-Strike: Global Offensive
Team LEISURE,EU,Counter-Strike: Global Offensive
No Limit Gaming,EU,Counter-Strike: Global Offensive
plan-B esports,EU,Counter-Strike: Global Offensive
Sangal Esports,EU,Counter-Strike: Global Offensive
Sissi State Punks,EU,Counter-Strike: Global Offensive
Sprout,EU,Counter-Strike: Global Offensive
touch the crown,EU,Counter-Strike: Global Offensive
777 Esports,EU,Counter-Strike: Global Offensive
Apeks,EU,Counter-Strike: Global Offensive
Astralis,EU,Counter-Strike: Global Offensive
Conquer Gaming,EU,Counter-Strike: Global Offensive
Copenhagen Flames,EU,Counter-Strike: Global Offensive
Dignitas,EU,Counter-Strike: Global Offensive
ECSTATIC,EU,Counter-Strike: Global Offensive
ENCE,EU,Counter-Strike: Global Offensive
FaZe Clan,EU,Counter-Strike: Global Offensive
Team Finest,EU,Counter-Strike: Global Offensive
Fnatic,EU,Counter-Strike: Global Offensive
Team GamerLegion,EU,Counter-Strike: Global Offensive
HAVU Gaming,EU,Counter-Strike: Global Offensive
Heroic,EU,Counter-Strike: Global Offensive
KOVA Esports,EU,Counter-Strike: Global Offensive
Lemondogs,EU,Counter-Strike: Global Offensive
Lilmix,EU,Counter-Strike: Global Offensive
Ninjas in Pyjamas,EU,Counter-Strike: Global Offensive
OG,EU,Counter-Strike: Global Offensive
Tricked Esport,EU,Counter-Strike: Global Offensive
For The Win Esports,EU,Counter-Strike: Global Offensive
GTZ Bulls Esports,EU,Counter-Strike: Global Offensive
Movistar Riders,EU,Counter-Strike: Global Offensive
OFFSET Esports,EU,Counter-Strike: Global Offensive
Rhyno Esports,EU,Counter-Strike: Global Offensive
SAW,EU,Counter-Strike: Global Offensive
AGO,EU,Counter-Strike: Global Offensive
Anonymo Esports,EU,Counter-Strike: Global Offensive
AVEZ,EU,Counter-Strike: Global Offensive
Team BLINK,EU,Counter-Strike: Global Offensive
BLUEJAYS,EU,Counter-Strike: Global Offensive
BRUTE,EU,Counter-Strike: Global Offensive
Budapest Five,EU,Counter-Strike: Global Offensive
Dark Tigers,EU,Counter-Strike: Global Offensive
Dynamo Eclot,EU,Counter-Strike: Global Offensive
eClub Brugge,EU,Counter-Strike: Global Offensive
eEriness,EU,Counter-Strike: Global Offensive
ENTERPRISE esports,EU,Counter-Strike: Global Offensive
Entropiq Prague,EU,Counter-Strike: Global Offensive
Eternal Fire,EU,Counter-Strike: Global Offensive
eSuba,EU,Counter-Strike: Global Offensive
FATE Esports,EU,Counter-Strike: Global Offensive
GameAgents,EU,Counter-Strike: Global Offensive
HONORIS,EU,Counter-Strike: Global Offensive
Illuminar Gaming,EU,Counter-Strike: Global Offensive
iNation,EU,Counter-Strike: Global Offensive
MAD Lions,EU,Counter-Strike: Global Offensive
MOUZ,EU,Counter-Strike: Global Offensive
Nexus Gaming,EU,Counter-Strike: Global Offensive
ONYX,EU,Counter-Strike: Global Offensive
PACT,EU,Counter-Strike: Global Offensive
SINNERS Esports,EU,Counter-Strike: Global Offensive
SKADE,EU,Counter-Strike: Global Offensive
Wisła Kraków,EU,Counter-Strike: Global Offensive
1win,CIS,Counter-Strike: Global Offensive
AVANGAR,CIS,Counter-Strike: Global Offensive
AVE,CIS,Counter-Strike: Global Offensive
Entropiq,CIS,Counter-Strike: Global Offensive
Esports Club Kyiv,CIS,Counter-Strike: Global Offensive
forZe,CIS,Counter-Strike: Global Offensive
Gambit Esports,CIS,Counter-Strike: Global Offensive
HellRaisers,CIS,Counter-Strike: Global Offensive
K23,CIS,Counter-Strike: Global Offensive
Natus Vincere,CIS,Counter-Strike: Global Offensive
Nemiga Gaming,CIS,Counter-Strike: Global Offensive
Team Singularity,CIS,Counter-Strike: Global Offensive
Team Spirit,CIS,Counter-Strike: Global Offensive
Team Unique,CIS,Counter-Strike: Global Offensive
Virtus.pro,CIS,Counter-Strike: Global Offensive
Bad News Bears,North America,Counter-Strike: Global Offensive
Complexity Gaming,North America,Counter-Strike: Global Offensive
Evil Geniuses,North America,Counter-Strike: Global Offensive
Team Liquid,North America,Counter-Strike: Global Offensive
Mythic,North America,Counter-Strike: Global Offensive
Party Astronauts,North America,Counter-Strike: Global Offensive
Rugratz,North America,Counter-Strike: Global Offensive
Third Impact,North America,Counter-Strike: Global Offensive
Vireo.pro,North America,Counter-Strike: Global Offensive
9z Team,SA,Counter-Strike: Global Offensive
Black Dragons e-Sports,SA,Counter-Strike: Global Offensive
Elevate,SA,Counter-Strike: Global Offensive
FURIA Esports,SA,Counter-Strike: Global Offensive
GODSENT,SA,Counter-Strike: Global Offensive
Liberty,SA,Counter-Strike: Global Offensive
Imperial Esports,SA,Counter-Strike: Global Offensive
Infinity,SA,Counter-Strike: Global Offensive
Isurus,SA,Counter-Strike: Global Offensive
Leviatán,SA,Counter-Strike: Global Offensive
Malvinas Gaming,SA,Counter-Strike: Global Offensive
MIBR,SA,Counter-Strike: Global Offensive
Team One,SA,Counter-Strike: Global Offensive
paiN Gaming,SA,Counter-Strike: Global Offensive
Santos e-Sports,SA,Counter-Strike: Global Offensive
Sharks Esports,SA,Counter-Strike: Global Offensive
Supremacy Gaming,SA,Counter-Strike: Global Offensive
SWS Gaming,SA,Counter-Strike: Global Offensive
LookingForOrg,Oceania,Counter-Strike: Global Offensive
ORDER,Oceania,Counter-Strike: Global Offensive
Paradox Esports,Oceania,Counter-Strike: Global Offensive
Renegades,Oceania,Counter-Strike: Global Offensive
VERTEX Esports Club,Oceania,Counter-Strike: Global Offensive
After Gaming,China,Counter-Strike: Global Offensive
Invictus Gaming,China,Counter-Strike: Global Offensive
Lynn Vision Gaming,China,Counter-Strike: Global Offensive
Rare Atom,China,Counter-Strike: Global Offensive
Steel Helmet,China,Counter-Strike: Global Offensive
TYLOO,China,Counter-Strike: Global Offensive
Wings Up Gaming,China,Counter-Strike: Global Offensive
Xi'anTaiChangGui,China,Counter-Strike: Global Offensive
Checkmate,Asia,Counter-Strike: Global Offensive
D13,Asia,Counter-Strike: Global Offensive
North AmericaSR Esports,Asia,Counter-Strike: Global Offensive
Team NKT,Asia,Counter-Strike: Global Offensive
Team Renewal,Asia,Counter-Strike: Global Offensive
The MongolZ,Asia,Counter-Strike: Global Offensive
ATK,Africa,Counter-Strike: Global Offensive
Bravado Gaming,Africa,Counter-Strike: Global Offensive
DNMK Esports,Africa,Counter-Strike: Global Offensive
Goliath Gaming,Africa,Counter-Strike: Global Offensive
100 Thieves,North America,League of Legends
Cloud9,North America,League of Legends
Counter Logic Gaming,North America,League of Legends
Dignitas,North America,League of Legends
Evil Geniuses,North America,League of Legends
FlyQuest,North America,League of Legends
Golden Guardians,North America,League of Legends
Immortals,North America,League of Legends
TSM,North America,League of Legends
Team Liquid,North America,League of Legends
Astralis,Asia,League of Legends
Excel Esports,Asia,League of Legends
Fnatic,Asia,League of Legends
G2 Esports,Asia,League of Legends
MAD Lions,Asia,League of Legends
Misfits Gaming,Asia,League of Legends
Rogue,Asia,League of Legends
SK Gaming,Asia,League of Legends
Team BDS,Asia,League of Legends
Team Vitality,Asia,League of Legends
Brion Esports,Asia,League of Legends
DAMWON Gaming,Asia,League of Legends
DRX,Asia,League of Legends
Freecs,Asia,League of Legends
Gen.G Esports,Asia,League of Legends
Hanwha Life Esports,Asia,League of Legends
KT Rolster,Asia,League of Legends
Nongshim RedForce,Asia,League of Legends
SANDBOX Gaming,Asia,League of Legends
T1,Asia,League of Legends
Anyone's Legend,China,League of Legends
Bilibili Gaming,China,League of Legends
EDward Gaming,China,League of Legends
FunPlus Phoenix,China,League of Legends
Invictus Gaming,China,League of Legends
JD Gaming,China,League of Legends
LGD Gaming,China,League of Legends
LNG Esports,China,League of Legends
Oh My God,China,League of Legends
Rare Atom,China,League of Legends
Royal Never Give Up,China,League of Legends
Team WE,China,League of Legends
ThunderTalk Gaming,China,League of Legends
Top Esports,China,League of Legends
Ultra Prime,China,League of Legends
Victory Five,China,League of Legends
Weibo Gaming,China,League of Legends
5 Ronin,CIS,League of Legends
Beşiktaş Esports,CIS,League of Legends
Dark Passage,CIS,League of Legends
Fenerbahçe Esports,CIS,League of Legends
Galakticos,CIS,League of Legends
Galatasaray Esports,CIS,League of Legends
North AmericaSR eSports,CIS,League of Legends
SuperMassive Blaze,CIS,League of Legends
Team AURORA,CIS,League of Legends
İstanbul Wildcats,CIS,League of Legends
FURIA Esports,SA,League of Legends
Flamengo Esports,SA,League of Legends
INTZ,SA,League of Legends
KaBuM! e-Sports,SA,League of Legends
LOUD,SA,League of Legends
Liberty,SA,League of Legends
Miners.gg,SA,League of Legends
paiN Gaming,SA,League of Legends
RED Canids,SA,League of Legends
Rensga Esports,SA,League of Legends
Beyond Gaming,Asia,League of Legends
CTBC Flying Oyster,Asia,League of Legends
Deep Cross Gaming,Asia,League of Legends
FRANK Esports,Asia,League of Legends
Hurricane Gaming,Asia,League of Legends
Impunity,Asia,League of Legends
J Team,Asia,League of Legends
Meta Falcon Team,Asia,League of Legends
PSG Talon,Asia,League of Legends
SEM9,Asia,League of Legends
Black Star Gaming,CIS,League of Legends
CTRL PLAY,CIS,League of Legends
CrowCrowd,CIS,League of Legends
Dragon Army,CIS,League of Legends
One Breath Gaming,CIS,League of Legends
Team Spirit,CIS,League of Legends
Unicorns Of Love,CIS,League of Legends
Vega Squadron,CIS,League of Legends
AXIZ,Asia,League of Legends
Burning Core,Asia,League of Legends
Crest Gaming Act,Asia,League of Legends
DetonatioN FocusMe,Asia,League of Legends
Fukuoka SoftBank HAWKS,Asia,League of Legends
Rascal Jester,Asia,League of Legends
Sengoku Gaming,Asia,League of Legends
V3 Esports,Asia,League of Legends
All Knights,North America,League of Legends
Estral Esports,North America,League of Legends
Globant Emerald Team,North America,League of Legends
Infinity,North America,League of Legends
Isurus,North America,League of Legends
Rainbow7,North America,League of Legends
Team Aze,North America,League of Legends
XTEN Esports,North America,League of Legends
Chiefs Esports Club,Oceania,League of Legends
Dire Wolves,Oceania,League of Legends
Gravitas,Oceania,League of Legends
Kanga Esports,Oceania,League of Legends
MAMMOTH Esports Club,Oceania,League of Legends
ORDER,Oceania,League of Legends
PEACE,Oceania,League of Legends
Pentanet.GG,Oceania,League of Legends
Burst The Sky Esports,Asia,League of Legends
CERBERUS Esports,Asia,League of Legends
GAM Esports,Asia,League of Legends
Luxury Esports,Asia,League of Legends
SBTC Esports,Asia,League of Legends
Saigon Buffalo,Asia,League of Legends
Team Flash,Asia,League of Legends
Team Secret,Asia,League of Legends
⁠00 Nation,EU,Fortnite
⁠⁠100 Thieves.EU,EU,Fortnite
⁠⁠11 Monkeyz,EU,Fortnite
⁠⁠11 Monkeyz Academy,EU,Fortnite
⁠⁠13Utopik,EU,Fortnite
⁠⁠777 Klan,EU,Fortnite
⁠⁠7Drops Esports,EU,Fortnite
⁠⁠7Drops Esports Academy,EU,Fortnite
⁠⁠7Titans,EU,Fortnite
⁠⁠9I6,EU,Fortnite
⁠⁠9I6 Academy,EU,Fortnite
⁠⁠Ace eSports,EU,Fortnite
⁠⁠AceOfSpades,EU,Fortnite
⁠⁠AceOfSpades Academy,EU,Fortnite
⁠⁠ACY eSports,EU,Fortnite
⁠⁠Aerial Unit Europe,EU,Fortnite
⁠⁠Aeva Team,EU,Fortnite
⁠⁠Aeva Team Academy,EU,Fortnite
⁠⁠Aggro Europe,EU,Fortnite
⁠⁠AGO Esports,EU,Fortnite
⁠⁠Agony M Europe,EU,Fortnite
⁠⁠AION Espana,EU,Fortnite
⁠⁠Akademus Esport,EU,Fortnite
⁠⁠Akinci Esport,EU,Fortnite
⁠⁠Aliens Squad,EU,Fortnite
⁠⁠Alliance,EU,Fortnite
⁠⁠ALOFT Gaming,EU,Fortnite
⁠⁠Aopik Gaming,EU,Fortnite
⁠⁠Apeks,EU,Fortnite
⁠⁠Apolic Gaming,EU,Fortnite
⁠⁠Aquato eSports,EU,Fortnite
⁠⁠Arctis Esports,EU,Fortnite
⁠⁠Arex Esports,EU,Fortnite
⁠⁠Armor Gaming,EU,Fortnite
⁠⁠Arrow Clan,EU,Fortnite
⁠⁠ARTIC eSports,EU,Fortnite
⁠⁠Artik Esports,EU,Fortnite
⁠⁠AS Monaco E-Sports,EU,Fortnite
⁠⁠Asteria Gaming,EU,Fortnite
⁠⁠Asteria Gaming Academy,EU,Fortnite
⁠⁠Asterism United,EU,Fortnite
⁠⁠Astralis,EU,Fortnite
⁠⁠Astro7 Gaming,EU,Fortnite
⁠⁠Athis Esports,EU,Fortnite
⁠⁠Averiour,EU,Fortnite
⁠⁠Avesta Gaming,EU,Fortnite
⁠⁠BadTurtles,EU,Fortnite
⁠⁠Become Legends,EU,Fortnite
⁠⁠Become Legends Academy,EU,Fortnite
⁠⁠beGenius ESC,EU,Fortnite
⁠⁠BeHard eSport,EU,Fortnite
⁠⁠BeHard eSport Academy,EU,Fortnite
⁠⁠Beşiktaş Esports,EU,Fortnite
⁠⁠Buildfight Clan,EU,Fortnite
⁠⁠Bifrost,EU,Fortnite
⁠⁠BlackMICE Esports,EU,Fortnite
⁠⁠BP eSports,EU,Fortnite
⁠⁠Bravely E-sports,EU,Fortnite
⁠⁠Burning Foxes,EU,Fortnite
⁠⁠CBT eSports,EU,Fortnite
⁠⁠Centric Gaming,EU,Fortnite
⁠⁠Claim Esports,EU,Fortnite
⁠⁠Claim Factory,EU,Fortnite
⁠⁠Claim The Victory,EU,Fortnite
⁠⁠Claim The Victory Academy,EU,Fortnite
⁠⁠Clutch Rayn eSport,EU,Fortnite
⁠⁠Cold Hearted Esports Europe,EU,Fortnite
⁠⁠Cometa Team,EU,Fortnite
⁠⁠Connecting Esports,EU,Fortnite
⁠⁠Copenhagen Flames,EU,Fortnite
⁠⁠Copenhagen Flames Academy,EU,Fortnite
⁠⁠Cracked Nation,EU,Fortnite
⁠⁠Crazy Crew E-sports,EU,Fortnite
⁠⁠Crispy1 eSport,EU,Fortnite
⁠⁠Crown eSports LTD,EU,Fortnite
⁠⁠Crypto Esports,EU,Fortnite
⁠⁠Crypto Esports Academy,EU,Fortnite
⁠⁠Cyber Legacy,EU,Fortnite
⁠⁠Dark Passage,EU,Fortnite
⁠⁠Dark Zone eSports,EU,Fortnite
⁠⁠Darkness Nation,EU,Fortnite
⁠⁠Darkness Nation Academy,EU,Fortnite
⁠⁠Delor Gaming,EU,Fortnite
⁠⁠Delor Gaming Academy,EU,Fortnite
⁠⁠Delor Gaming Talents,EU,Fortnite
⁠⁠Destiny Esports,EU,Fortnite
⁠⁠Devils.one,EU,Fortnite
⁠⁠Diablos Esports,EU,Fortnite
⁠⁠Different eSports,EU,Fortnite
⁠⁠Different eSports Academy,EU,Fortnite
⁠⁠Diinasty Esports,EU,Fortnite
⁠⁠Diinasty Esports Academy,EU,Fortnite
⁠⁠Dionix,EU,Fortnite
⁠⁠Divert Esports LTD,EU,Fortnite
⁠⁠Divine Gaming,EU,Fortnite
⁠⁠dizLown Esport,EU,Fortnite
⁠⁠Double Dimension,EU,Fortnite
⁠⁠Dreags,EU,Fortnite
⁠⁠Dreags Academy,EU,Fortnite
⁠⁠Dsyre,EU,Fortnite
⁠⁠DualMedia Esports,EU,Fortnite
⁠⁠Dynamik Clan,EU,Fortnite
⁠⁠Dynamik Clan Academy,EU,Fortnite
⁠⁠E-vo Esport,EU,Fortnite
⁠⁠ECV Esports,EU,Fortnite
⁠⁠Electronik Generation,EU,Fortnite
⁠⁠Elementary eSport,EU,Fortnite
⁠⁠Elimpone Gaming,EU,Fortnite
⁠⁠Elites Esports,EU,Fortnite
⁠⁠Elyandra Esport,EU,Fortnite
⁠⁠Empire Club,EU,Fortnite
⁠⁠Enterprise Esports,EU,Fortnite
⁠⁠Enterprise Gaming,EU,Fortnite
⁠⁠Enterprise Gaming Academy,EU,Fortnite
⁠⁠ePunks,EU,Fortnite
⁠⁠eQuizers,EU,Fortnite
⁠⁠eRa Eternity.EU,EU,Fortnite
⁠⁠ErA Team,EU,Fortnite
⁠⁠ESport Rhein-Neckar,EU,Fortnite
⁠⁠eSportingClub,EU,Fortnite
⁠⁠Esports Psycho,EU,Fortnite
⁠⁠espuma,EU,Fortnite
⁠⁠eSpuma Academy,EU,Fortnite
⁠⁠eSuba,EU,Fortnite
⁠⁠Etajima ALBA E-sports Europe,EU,Fortnite
⁠⁠Eterna Gaming,EU,Fortnite
⁠⁠eTernity,EU,Fortnite
⁠⁠Eternity Esports,EU,Fortnite
⁠⁠Evolt Esports,EU,Fortnite
⁠⁠Evolve Gaming,EU,Fortnite
⁠⁠eWorld In Progress,EU,Fortnite
⁠⁠Exalty,EU,Fortnite
⁠⁠Excel Esports,EU,Fortnite
⁠⁠Exeed Esports,EU,Fortnite
⁠⁠Exen esports,EU,Fortnite
⁠⁠eXeS eSports,EU,Fortnite
⁠⁠Fact Revolution,EU,Fortnite
⁠⁠Failen9,EU,Fortnite
⁠⁠Falcons Esport.EU,EU,Fortnite
⁠⁠Fast Forward eSports North America,EU,Fortnite
⁠⁠FaZe Clan.EU,EU,Fortnite
⁠⁠FDP Login Esports,EU,Fortnite
⁠⁠Team Finest,EU,Fortnite
⁠⁠Five Media Clan,EU,Fortnite
⁠⁠FLY2 eSports,EU,Fortnite
⁠⁠Fnatic,EU,Fortnite
⁠⁠FOKUS CLAN,EU,Fortnite
⁠⁠For The Win Esports,EU,Fortnite
⁠⁠Forget Gaming,EU,Fortnite
⁠⁠Fourteen eSports,EU,Fortnite
⁠⁠FREEDOM GAMING,EU,Fortnite
⁠⁠FreeZe Esports,EU,Fortnite
⁠⁠Fusion eSports Europe,EU,Fortnite
⁠⁠Future Legends,EU,Fortnite
⁠⁠FutureX eSports,EU,Fortnite
⁠⁠G2 Esports,EU,Fortnite
⁠⁠Galaxy Racer Esports,EU,Fortnite
⁠⁠Gambit Esports,EU,Fortnite
⁠⁠GamersOrigin,EU,Fortnite
⁠⁠Gamma Gaming,EU,Fortnite
⁠⁠Gamma Gaming Academy,EU,Fortnite
⁠⁠Garnet Esports,EU,Fortnite
⁠⁠gBots PRO,EU,Fortnite
⁠⁠Gen.G Esports Europe,EU,Fortnite
⁠⁠Ghost Gaming Europe,EU,Fortnite
⁠⁠Gladiator Gaming,EU,Fortnite
⁠⁠Glorious Esport,EU,Fortnite
⁠⁠GloV3 Esport,EU,Fortnite
⁠⁠Got2Game Esport,EU,Fortnite
⁠⁠Granit Gaming,EU,Fortnite
⁠⁠Grom.F1rst,EU,Fortnite
⁠⁠GTZBulls,EU,Fortnite
⁠⁠Guild Esports,EU,Fortnite
⁠⁠hart eSport,EU,Fortnite
⁠⁠Heaven Gaming,EU,Fortnite
⁠⁠HellRaisers,EU,Fortnite
⁠⁠Highness Gaming,EU,Fortnite
⁠⁠Hive Athens EC,EU,Fortnite
⁠⁠I Speak Gaming,EU,Fortnite
⁠⁠i9 Esport,EU,Fortnite
⁠⁠Illuminar Gaming,EU,Fortnite
